Season_Start,District,State,All_Ages,19&over,17-18,15-16,13-14,12-Nov,10-Sep,8-Jul,6&U
2018,Rocky Mountain,TX,15393,9072,593,764,959,1110,1229,952,714
2018,Rocky Mountain,UT,4708,2528,294,466,383,381,257,221,178
2018,Southeastern,AL,2140,853,71,106,132,178,232,258,310
2018,Southeastern,AR,347,93,11,26,19,42,50,47,59
2018,Southeastern,DC,1484,683,53,50,96,114,153,121,214
2018,Southeastern,FL,15895,9095,625,859,1050,1107,1190,1170,799
2018,Southeastern,GA,2147,433,233,276,291,291,247,201,175
2018,Southeastern,LA,362,165,17,18,19,36,39,34,34
2018,Southeastern,MD,10955,4495,651,983,1069,977,1103,1005,672
2018,Southeastern,MS,306,139,12,9,21,26,38,36,25
2018,Southeastern,NC,6785,2696,298,478,572,642,761,754,584
2018,Southeastern,SC,2427,1404,92,119,153,157,198,175,129
2018,Southeastern,TN,4766,1870,268,319,346,407,524,499,533
2018,Southeastern,VA,10070,3896,558,763,974,1058,1090,1007,724
2018,All,USA,567908,181765,29383,44506,58487,63630,66100,62179,61858
2019,Atlantic,DE,954,315,78,97,106,103,130,82,43
2019,Atlantic,E PA,16495,5995,1334,1804,1856,1723,1674,1271,838
2019,Atlantic,NJ,19404,5511,1403,2015,2327,2333,2316,2054,1445
2019,Central,IL,29884,8506,2181,3184,3716,3934,3885,2473,2005
2019,Central,IA,3333,713,198,290,362,436,488,430,416
2019,Central,KS,1792,929,75,122,131,149,175,121,90
2019,Central,MO,9913,2729,538,782,994,1105,1272,1307,1186
2019,Central,NE,1954,388,118,200,261,297,271,224,195
2019,Central,WI,20069,4227,701,1035,2159,2633,2869,2820,3625
2019,Massachusetts,MA,48064,5181,3245,5497,6873,7117,7006,6289,6856
2019,Michigan,MI,46857,22302,2282,2994,3633,3965,3892,3573,4216
2019,Mid-American,IN,6279,2378,380,532,620,697,623,537,512
2019,Mid-American,KY,1874,850,61,117,118,135,184,209,200
2019,Mid-American,OH,16123,5622,864,1208,1615,1870,1916,1771,1257
2019,Mid-American,W PA,14469,3539,1058,1554,1718,1702,1890,1724,1284
2019,Mid-American,WV,1010,252,62,86,114,107,122,115,152
2019,Minnesota,MN,57648,8766,2175,3808,7186,8337,8790,8937,9649
2019,New England,CT,13139,1782,838,1411,1781,1897,1824,1743,1863
2019,New England,ME,6477,1335,293,495,742,726,742,851,1293
2019,New England,NH,5818,651,394,680,863,878,834,736,782
2019,New England,RI,3855,534,240,369,515,534,529,455,679
2019,New England,VT,4340,857,145,261,531,554,586,575,831
2019,New York,NY,47428,10884,2487,4455,5084,5556,5953,6037,6972
2019,Northern Plains,MT,5046,2804,146,218,287,372,417,402,400
2019,Northern Plains,ND,6981,371,268,436,903,1091,1199,1248,1465
2019,Northern Plains,SD,2835,292,213,304,367,422,380,393,464
2019,Northern Plains,WY,2147,458,129,172,245,296,303,295,249
2019,Pacific,AK,8540,3988,309,522,620,668,715,700,1018
2019,Pacific,CA,32823,17079,1210,1772,2280,2631,2884,2904,2063
2019,Pacific,HI,354,249,5,9,12,18,19,21,21
2019,Pacific,NV,3235,1475,95,133,231,331,429,350,191
2019,Pacific,OR,2776,1659,112,163,171,220,185,159,107
2019,Pacific,WA,10941,5959,383,500,636,858,873,897,835
2019,Rocky Mountain,AZ,8803,4186,408,575,670,718,804,804,638
2019,Rocky Mountain,CO,15347,5260,913,1349,1546,1705,1783,1612,1179
2019,Rocky Mountain,ID,4175,1951,134,266,294,353,355,380,442
2019,Rocky Mountain,NM,1392,627,49,102,117,137,128,124,108
2019,Rocky Mountain,OK,912,255,21,66,89,130,135,124,92
2019,Rocky Mountain,TX,15221,9015,573,817,1005,1165,1165,884,597
2019,Rocky Mountain,UT,3630,1579,276,417,395,333,246,221,163
2019,Southeastern,AL,2164,889,72,118,141,187,230,236,291
2019,Southeastern,AR,303,51,18,17,30,30,61,44,52
2019,Southeastern,DC,1344,634,30,63,89,114,151,124,139
2019,Southeastern,FL,16956,9482,639,912,1155,1162,1423,1228,955
2019,Southeastern,GA,2330,597,206,274,289,268,268,236,192
2019,Southeastern,LA,327,166,17,10,20,28,39,32,15
2019,Southeastern,MD,10651,4225,727,1018,1050,1076,1025,957,573
2019,Southeastern,MS,287,129,10,14,15,29,33,30,27
2019,Southeastern,NC,7260,2760,302,498,618,713,870,821,678
2019,Southeastern,SC,2208,1251,78,133,149,172,163,132,130
2019,Southeastern,TN,5288,2455,242,333,359,448,486,504,461
2019,Southeastern,VA,10245,3956,574,826,1021,1072,1066,1013,717
2019,All,USA,561700,178048,29309,45033,58109,63535,65806,61209,60651
2020,Atlantic,DE,796,180,76,98,99,108,112,80,43
2020,Atlantic,E PA,14086,4510,1268,1666,1687,1675,1534,1134,612
2020,Atlantic,NJ,15231,3222,1271,1937,2187,2174,1956,1555,929
2020,Central,IL,23361,4206,2066,3189,3490,3532,3155,2152,1571
2020,Central,IA,3245,617,203,281,379,458,458,442,407
2020,Central,KS,1609,851,72,118,117,142,146,100,63
2020,Central,MO,8887,2225,533,815,961,1165,1137,1118,933
2020,Central,NE,1875,388,135,219,264,263,247,196,163
2020,Central,WI,18247,2854,790,1280,2262,2657,2803,2575,3026
2020,Massachusetts,MA,41794,3543,3191,5363,6733,6755,6337,5194,4678
2020,Michigan,MI,31212,10067,1722,2558,3517,3643,3559,3083,3063
2020,Mid-American,IN,5768,1980,368,525,604,634,615,510,532
2020,Mid-American,KY,1569,698,71,97,127,126,171,132,147
2020,Mid-American,OH,14469,4328,835,1255,1670,1819,1903,1531,1128
2020,Mid-American,W PA,12200,2463,1056,1457,1622,1700,1653,1368,881
2020,Mid-American,WV,771,136,67,89,89,108,101,102,79
2020,Minnesota,MN,55284,6501,2672,4683,7423,8342,8622,8321,8720
2020,New England,CT,11056,899,823,1395,1714,1769,1652,1465,1339
2020,New England,ME,5047,927,298,559,694,635,632,628,674
2020,New England,NH,4936,408,388,691,820,813,745,557,514
2020,New England,RI,2920,220,197,378,496,449,447,383,350
2020,New England,VT,3265,269,138,247,473,546,533,497,562
2020,New York,NY,37865,5600,2658,4364,4930,4991,5257,4976,5089
2020,Northern Plains,MT,4477,2219,170,243,312,387,412,356,378
2020,Northern Plains,ND,7051,479,279,511,935,1054,1212,1213,1368
2020,Northern Plains,SD,2841,298,198,315,378,399,394,396,463
2020,Northern Plains,WY,1902,278,112,172,262,283,292,267,236
2020,Pacific,AK,6753,2403,330,530,634,669,684,655,848
2020,Pacific,CA,12054,3818,933,1448,1664,1599,1368,845,379
2020,Pacific,HI,16,13,0,0,1,0,1,0,1
2020,Pacific,NV,3750,1655,75,160,290,395,468,441,266
2020,Pacific,OR,1917,1030,86,137,170,175,146,117,56
2020,Pacific,WA,6793,2709,326,461,630,705,733,695,534
2020,Rocky Mountain,AZ,7480,3653,385,593,668,623,665,529,364
2020,Rocky Mountain,CO,12732,3245,943,1337,1659,1641,1620,1330,957
2020,Rocky Mountain,ID,3423,1408,160,280,309,342,328,286,310
2020,Rocky Mountain,NM,670,103,44,96,94,93,91,77,72
2020,Rocky Mountain,OK,846,283,36,57,82,110,111,101,66
2020,Rocky Mountain,TX,13569,7633,596,833,1003,1144,1002,795,563
2020,Rocky Mountain,UT,3239,1075,289,402,461,319,290,243,160
2020,Southeastern,AL,1715,702,56,92,126,165,205,174,195
2020,Southeastern,AR,294,52,14,19,32,33,56,49,39
2020,Southeastern,DC,860,351,26,74,83,112,87,81,46
2020,Southeastern,FL,15587,8805,591,963,1143,1217,1270,942,656
2020,Southeastern,GA,1813,414,173,246,274,233,207,169,97
2020,Southeastern,LA,243,116,8,15,21,29,25,17,12
2020,Southeastern,MD,7609,2342,637,953,948,955,827,631,316
2020,Southeastern,MS,228,107,7,9,24,25,18,21,17
2020,Southeastern,NC,5626,2173,316,470,570,647,630,492,328
2020,Southeastern,SC,2076,1191,83,122,147,184,143,115,91
2020,Southeastern,TN,4622,2133,252,347,361,387,441,403,298
2020,Southeastern,VA,8147,2815,479,794,932,961,954,750,462
2020,All,USA,453826,110595,28502,44943,56571,59390,58455,50289,45081
2021,Atlantic,DE,947,317,76,97,100,122,94,83,58
2021,Atlantic,E PA,16125,6196,1295,1730,1770,1699,1505,1194,736
2021,Atlantic,NJ,18267,4956,1378,2004,2167,2215,2153,2045,1349
2021,Central,IL,26297,7037,2210,3141,3510,3444,3141,2134,1680
2021,Central,IA,3710,850,222,285,414,491,465,483,500
2021,Central,KS,1758,943,80,107,130,166,141,113,78
2021,Central,MO,10651,2956,571,869,1073,1269,1378,1271,1264
2021,Central,NE,2144,378,156,232,294,300,267,268,249
2021,Central,WI,20975,3901,780,1113,2370,2826,3024,2992,3969
2021,Massachusetts,MA,46966,4749,3568,5490,6656,6737,6610,6290,6866
2021,Michigan,MI,37381,13431,2119,2675,3597,3813,3857,3680,4209
2021,Mid-American,IN,6536,2467,418,507,667,676,670,615,516
2021,Mid-American,KY,1866,870,80,102,122,164,204,163,161
2021,Mid-American,OH,16882,5449,941,1284,1729,1951,2134,1798,1596
2021,Mid-American,W PA,13340,2937,1148,1502,1649,1759,1716,1476,1153
2021,Mid-American,WV,980,265,64,92,101,111,134,108,105
2021,Minnesota,MN,58666,8343,2300,4100,7433,8454,8934,9208,9894
2021,New England,CT,12729,1431,893,1385,1724,1772,1845,1804,1875
2021,New England,ME,5909,1133,330,497,632,679,770,741,1127
2021,New England,NH,5662,625,433,696,853,837,790,698,730
2021,New England,RI,3495,435,236,421,487,482,425,428,581
2021,New England,VT,4289,823,148,243,490,538,576,635,836
2021,New York,NY,46410,9905,2889,4279,5171,5362,5923,6044,6837
2021,Northern Plains,MT,5581,2839,191,269,377,461,488,461,495
2021,Northern Plains,ND,7310,502,282,564,988,1121,1228,1250,1375
2021,Northern Plains,SD,3056,282,222,349,410,401,436,432,524
2021,Northern Plains,WY,2195,420,125,198,285,286,305,287,289
2021,Pacific,AK,8130,3302,393,534,626,730,717,751,1077
2021,Pacific,CA,28167,15438,1187,1742,2118,2235,2409,1898,1140
2021,Pacific,HI,25,16,0,2,4,2,1,0,0
2021,Pacific,NV,5342,2370,94,272,379,588,687,647,305
2021,Pacific,OR,2672,1653,102,129,169,184,193,136,106
2021,Pacific,WA,11403,6028,394,541,746,848,1054,956,836
2021,Rocky Mountain,AZ,9232,4500,442,641,716,736,870,769,558
2021,Rocky Mountain,CO,15547,4759,928,1420,1638,1814,1897,1729,1362
2021,Rocky Mountain,ID,4259,1843,177,259,339,359,422,376,484
2021,Rocky Mountain,NM,1425,574,84,94,106,129,142,134,162
2021,Rocky Mountain,OK,1017,311,47,67,103,135,166,104,84
2021,Rocky Mountain,TX,16032,9163,682,931,1137,1235,1251,977,656
2021,Rocky Mountain,UT,3861,1440,308,445,460,377,352,271,208
2021,Southeastern,AL,2080,894,66,98,152,194,212,198,266
2021,Southeastern,AR,366,57,14,23,31,63,65,66,47
2021,Southeastern,DC,1295,608,45,59,98,127,119,92,147
2021,Southeastern,FL,18725,10346,673,1094,1231,1448,1606,1345,982
2021,Southeastern,GA,2078,515,187,262,272,256,252,194,140
2021,Southeastern,LA,294,154,9,22,18,28,30,23,10
2021,Southeastern,MD,10080,4231,724,971,1014,941,1001,766,432
2021,Southeastern,MS,246,118,1,16,28,24,20,14,25
2021,Southeastern,NC,7191,2759,322,558,665,742,913,774,458
2021,Southeastern,SC,2791,1697,97,128,180,178,184,193,134
2021,Southeastern,TN,4932,2194,271,351,415,406,501,448,346
2021,Southeastern,VA,10112,4174,548,869,961,978,1063,909,610
2021,All,USA,547429,163584,30950,45759,58805,62893,65340,60471,59627
2022,Atlantic,DE,933,278,67,103,110,127,105,91,52
2022,Atlantic,E PA,15859,5933,1377,1721,1798,1683,1499,1231,617
2022,Atlantic,NJ,18871,5201,1348,1981,2181,2143,2221,2222,1574
2022,Central,IL,25537,6514,2207,3098,3419,3143,3071,2256,1829
2022,Central,IA,3616,803,194,343,452,458,492,444,430
2022,Central,KS,1850,984,84,110,145,168,136,131,92
2022,Central,MO,11426,3186,599,938,1252,1292,1476,1336,1347
2022,Central,NE,2151,369,183,238,284,300,260,290,227
2022,Central,WI,21206,4011,753,1215,2443,2888,2993,3166,3737
2022,Massachusetts,MA,45946,4874,3437,5483,6428,6541,6432,6232,6519
2022,Michigan,MI,37024,13299,1824,2662,3495,3780,3856,3918,4190
2022,Mid-American,IN,6481,2384,403,628,626,674,658,610,498
2022,Mid-American,KY,1980,913,80,107,135,192,191,179,183
2022,Mid-American,OH,17716,5468,995,1362,1814,2098,2203,2009,1767
2022,Mid-American,W PA,13553,3113,1085,1483,1744,1709,1703,1544,1172
2022,Mid-American,WV,994,295,77,75,111,127,126,96,87
2022,Minnesota,MN,58929,9045,2376,4209,7604,8514,8730,9241,9210
2022,New England,CT,12887,1527,914,1388,1715,1732,1875,1854,1882
2022,New England,ME,5764,906,310,465,622,691,760,825,1185
2022,New England,NH,5645,610,487,700,818,788,799,733,710
2022,New England,RI,3566,477,293,437,460,465,441,407,586
2022,New England,VT,4214,694,181,270,533,563,588,653,732
2022,New York,NY,46097,9735,2671,4180,4881,5416,6100,6412,6702
2022,Northern Plains,MT,5810,2925,207,297,401,471,510,507,492
2022,Northern Plains,ND,7394,565,396,596,952,1157,1188,1268,1272
2022,Northern Plains,SD,2941,251,237,355,393,418,428,405,454
2022,Northern Plains,WY,2152,375,126,219,281,288,278,298,287
2022,Pacific,AK,8503,3633,389,540,649,734,732,768,1058
2022,Pacific,CA,30702,16678,1211,1856,2162,2428,2421,2294,1652
2022,Pacific,HI,279,199,7,5,6,11,24,20,7
2022,Pacific,NV,4975,2138,135,304,448,570,655,528,197
2022,Pacific,OR,2708,1617,112,144,170,200,217,148,100
2022,Pacific,WA,11876,6377,369,586,743,916,1076,1035,774
2022,Rocky Mountain,AZ,9716,4884,469,683,677,770,879,795,559
2022,Rocky Mountain,CO,17164,5400,968,1539,1734,1882,2067,2054,1520
2022,Rocky Mountain,ID,4615,2104,199,279,325,374,418,448,468
2022,Rocky Mountain,NM,1490,631,74,96,114,140,142,149,144
2022,Rocky Mountain,OK,1069,318,41,74,95,158,143,128,112
2022,Rocky Mountain,TX,16294,9449,651,955,1201,1266,1215,962,595
2022,Rocky Mountain,UT,4041,1457,287,532,481,419,362,295,208
2022,Southeastern,AL,2120,900,46,109,151,215,228,220,251
2022,Southeastern,AR,415,83,11,24,38,65,74,79,41
2022,Southeastern,DC,1241,616,42,67,120,113,108,104,71
2022,Southeastern,FL,19550,10781,726,1183,1334,1524,1616,1444,942
2022,Southeastern,GA,2151,662,177,261,253,261,243,173,121
2022,Southeastern,LA,272,132,9,18,22,33,28,20,10
2022,Southeastern,MD,10160,4157,730,949,1014,1021,968,814,507
2022,Southeastern,MS,260,129,8,16,22,21,22,18,24
2022,Southeastern,NC,7654,2836,350,569,737,902,969,780,511
2022,Southeastern,SC,3008,1852,97,133,194,186,201,200,145
2022,Southeastern,TN,4833,2081,275,375,382,404,440,490,386
2022,Southeastern,VA,10548,4427,601,876,972,1051,1048,989,584
2022,All,USA,556186,168276,30895,46836,59141,63490,65415,63313,58820
