Season_Start,District,State,All_Ages,19&over,17-18,15-16,13-14,12-Nov,10-Sep,8-Jul,6&U
2019,Northern Plains,ND,1538,52,68,93,182,252,261,256,374
2019,Northern Plains,SD,516,12,49,75,68,82,60,81,89
2019,Northern Plains,WY,458,118,24,50,54,58,59,44,51
2019,Pacific,AK,2001,928,60,124,142,138,165,159,285
2019,Pacific,CA,3304,1181,112,208,257,374,432,432,308
2019,Pacific,HI,34,14,0,0,2,5,1,7,5
2019,Pacific,NV,232,74,5,12,28,38,48,20,7
2019,Pacific,OR,339,165,8,21,27,40,25,28,25
2019,Pacific,WA,1463,658,50,68,103,144,132,161,147
2019,Rocky Mountain,AZ,779,198,32,56,78,96,119,109,91
2019,Rocky Mountain,CO,2824,1273,116,151,251,256,307,279,191
2019,Rocky Mountain,ID,854,393,24,59,62,73,63,88,92
2019,Rocky Mountain,NM,240,64,12,17,22,32,32,34,27
2019,Rocky Mountain,OK,74,10,0,4,11,11,16,17,5
2019,Rocky Mountain,TX,1025,396,43,58,89,121,132,113,73
2019,Rocky Mountain,UT,511,257,35,50,48,35,32,25,29
2019,Southeastern,AL,224,69,2,11,8,25,31,34,44
2019,Southeastern,AR,38,4,2,3,1,8,9,4,7
2019,Southeastern,DC,269,88,7,18,14,33,27,29,53
2019,Southeastern,FL,1257,466,43,70,111,108,183,160,116
2019,Southeastern,GA,177,47,10,16,20,19,25,18,22
2019,Southeastern,LA,30,10,1,0,1,4,5,7,2
2019,Southeastern,MD,1456,422,126,154,176,176,165,146,91
2019,Southeastern,MS,26,4,0,1,3,3,4,7,4
2019,Southeastern,NC,797,219,31,58,63,93,124,115,94
2019,Southeastern,SC,136,49,1,8,17,18,22,11,10
2019,Southeastern,TN,343,114,7,18,23,29,51,49,52
2019,Southeastern,VA,1062,325,57,71,99,162,134,121,93
2019,All,USA,84102,19030,3749,6347,8793,10723,11796,11227,12437
2020,Atlantic,DE,83,12,4,7,8,15,17,12,8
2020,Atlantic,E PA,1467,273,151,201,202,197,195,170,78
2020,Atlantic,NJ,1562,151,82,200,253,255,262,220,139
2020,Central,IL,2585,364,219,338,352,379,410,322,201
2020,Central,IA,367,35,13,16,39,67,70,66,61
2020,Central,KS,119,38,5,10,16,16,13,11,10
2020,Central,MO,922,172,43,71,98,123,149,145,121
2020,Central,NE,202,24,7,28,30,29,35,24,25
2020,Central,WI,3752,213,146,229,463,597,654,656,794
2020,Massachusetts,MA,9624,911,653,1167,1416,1542,1468,1240,1227
2020,Michigan,MI,4127,1131,230,333,397,484,551,459,542
2020,Mid-American,IN,525,91,17,43,76,74,84,60,80
2020,Mid-American,KY,136,52,2,6,9,10,17,15,25
2020,Mid-American,OH,1193,194,62,107,134,178,191,168,159
2020,Mid-American,W PA,1158,164,67,105,164,177,204,156,121
2020,Mid-American,WV,98,10,3,10,16,18,17,11,13
2020,Minnesota,MN,14238,1280,561,1160,1810,2253,2401,2384,2389
2020,New England,CT,2318,115,156,291,366,401,373,293,323
2020,New England,ME,907,50,67,96,142,131,136,133,152
2020,New England,NH,927,62,62,111,123,158,153,125,133
2020,New England,RI,513,50,27,59,67,68,91,76,75
2020,New England,VT,971,51,49,80,140,176,155,151,169
2020,New York,NY,5316,487,351,523,632,736,777,815,995
2020,Northern Plains,MT,941,425,42,54,63,86,102,78,91
2020,Northern Plains,ND,1611,72,56,108,218,227,276,296,358
2020,Northern Plains,SD,533,8,50,67,73,73,83,85,94
2020,Northern Plains,WY,394,44,28,45,53,60,58,51,55
2020,Pacific,AK,1510,483,49,110,137,158,167,176,230
2020,Pacific,CA,1316,239,113,157,220,226,188,108,65
2020,Pacific,HI,2,2,0,0,0,0,0,0,0
2020,Pacific,NV,286,82,7,13,28,42,54,38,22
2020,Pacific,OR,209,81,5,26,30,23,14,21,9
2020,Pacific,WA,943,285,42,62,102,110,131,110,101
2020,Rocky Mountain,AZ,634,187,41,52,80,88,80,58,48
2020,Rocky Mountain,CO,2110,623,116,180,263,236,288,227,177
2020,Rocky Mountain,ID,647,218,32,60,66,65,60,65,81
2020,Rocky Mountain,NM,150,20,7,19,21,23,25,20,15
2020,Rocky Mountain,OK,50,6,1,6,5,11,6,10,5
2020,Rocky Mountain,TX,986,298,42,73,89,119,118,119,128
2020,Rocky Mountain,UT,433,144,45,39,57,42,45,32,29
2020,Southeastern,AL,171,56,4,4,13,17,29,16,32
2020,Southeastern,AR,34,3,2,0,1,7,5,6,10
2020,Southeastern,DC,177,51,9,15,23,27,23,17,12
2020,Southeastern,FL,1030,376,42,82,110,116,140,104,60
2020,Southeastern,GA,146,29,13,18,24,20,20,11,11
2020,Southeastern,LA,15,2,0,0,4,2,3,1,3
2020,Southeastern,MD,1138,261,96,154,168,167,128,101,63
2020,Southeastern,MS,14,2,1,0,2,4,1,3,1
2020,Southeastern,NC,565,171,28,51,56,75,70,63,51
2020,Southeastern,SC,128,40,5,14,16,19,13,7,14
2020,Southeastern,TN,301,100,10,18,23,27,48,43,32
2020,Southeastern,VA,814,183,55,64,112,126,118,89,67
2020,All,USA,70398,10421,3918,6682,9010,10280,10716,9667,9704
2021,Atlantic,DE,113,30,7,7,12,19,16,13,9
2021,Atlantic,E PA,1850,552,159,245,213,212,197,173,99
2021,Atlantic,NJ,2122,339,123,254,265,297,334,284,226
2021,Central,IL,3125,778,242,321,377,427,432,307,241
2021,Central,IA,470,58,17,23,53,72,72,72,103
2021,Central,KS,145,50,3,12,20,18,14,14,14
2021,Central,MO,1202,230,43,83,122,158,199,185,182
2021,Central,NE,250,28,16,32,40,35,33,32,34
2021,Central,WI,4870,677,148,226,538,645,763,793,1080
2021,Massachusetts,MA,11452,1352,746,1153,1469,1681,1626,1563,1862
2021,Michigan,MI,5269,1553,315,372,456,583,637,598,755
2021,Mid-American,IN,632,143,28,56,80,82,90,89,64
2021,Mid-American,KY,161,58,3,8,11,19,20,25,17
2021,Mid-American,OH,1529,300,91,98,157,226,233,208,216
2021,Mid-American,W PA,1386,227,87,123,168,218,208,208,147
2021,Mid-American,WV,120,25,2,14,10,18,18,18,15
2021,Minnesota,MN,15377,1890,441,875,1798,2375,2544,2738,2716
2021,New England,CT,2726,229,161,273,395,401,440,357,470
2021,New England,ME,1152,108,59,78,142,139,172,172,282
2021,New England,NH,1117,112,60,98,138,166,164,171,208
2021,New England,RI,660,112,39,61,77,92,77,92,110
2021,New England,VT,1165,144,49,56,152,145,167,192,260
2021,New York,NY,6590,928,336,507,699,794,963,1026,1337
2021,Northern Plains,MT,1190,558,47,57,91,101,112,97,127
2021,Northern Plains,ND,1666,55,58,123,230,254,283,331,332
2021,Northern Plains,SD,578,15,48,69,85,83,91,88,99
2021,Northern Plains,WY,498,102,42,43,62,68,43,63,75
2021,Pacific,AK,2030,789,64,125,133,195,184,199,341
2021,Pacific,CA,2856,1063,120,204,328,308,359,313,161
2021,Pacific,HI,1,0,0,0,1,0,0,0,0
2021,Pacific,NV,523,174,10,36,39,77,86,76,25
2021,Pacific,OR,323,137,13,22,35,32,39,30,15
2021,Pacific,WA,1759,762,64,100,148,125,205,180,175
2021,Rocky Mountain,AZ,893,249,29,77,95,98,138,121,86
2021,Rocky Mountain,CO,3008,1215,104,235,242,301,343,315,253
2021,Rocky Mountain,ID,878,347,35,56,82,66,96,82,114
2021,Rocky Mountain,NM,247,66,13,17,24,32,32,33,30
2021,Rocky Mountain,OK,74,12,2,5,9,17,14,13,2
2021,Rocky Mountain,TX,1353,430,51,86,125,157,194,163,147
2021,Rocky Mountain,UT,562,252,32,45,53,53,51,45,31
2021,Southeastern,AL,208,63,6,2,22,25,23,28,39
2021,Southeastern,AR,51,5,2,1,7,5,5,14,12
2021,Southeastern,DC,275,91,12,13,26,28,30,19,56
2021,Southeastern,FL,1400,537,60,91,126,148,199,150,89
2021,Southeastern,GA,194,48,13,23,26,24,24,21,15
2021,Southeastern,LA,20,9,0,1,3,1,2,4,0
2021,Southeastern,MD,1448,430,100,169,182,169,172,138,88
2021,Southeastern,MS,12,4,0,2,2,1,0,2,1
2021,Southeastern,NC,777,208,33,57,84,92,129,113,61
2021,Southeastern,SC,198,70,10,15,20,26,20,20,17
2021,Southeastern,TN,383,106,21,40,25,38,58,48,47
2021,Southeastern,VA,1083,308,53,94,146,138,130,127,87
2021,All,USA,87971,18028,4217,6783,9843,11484,12481,12163,12972
2022,Atlantic,DE,124,30,6,10,15,20,19,10,14
2022,Atlantic,E PA,1908,559,183,247,237,231,218,150,83
2022,Atlantic,NJ,2246,361,159,247,259,297,339,356,228
2022,Central,IL,3224,806,238,342,380,421,437,334,266
2022,Central,IA,457,60,12,36,61,54,74,74,86
2022,Central,KS,170,52,5,13,23,21,19,18,19
2022,Central,MO,1335,263,50,91,150,178,225,202,176
2022,Central,NE,261,30,24,22,37,44,37,35,32
2022,Central,WI,4940,708,132,263,552,686,762,813,1024
2022,Massachusetts,MA,11444,1388,710,1117,1489,1607,1667,1648,1818
2022,Michigan,MI,5359,1562,334,382,493,610,618,656,704
2022,Mid-American,IN,646,142,39,56,71,91,90,95,62
2022,Mid-American,KY,199,71,8,7,16,27,24,23,23
2022,Mid-American,OH,1763,346,85,110,198,223,289,272,240
2022,Mid-American,W PA,1459,231,75,128,196,213,237,230,149
2022,Mid-American,WV,171,57,12,8,17,23,20,19,15
2022,Minnesota,MN,15355,2023,399,876,1819,2448,2594,2597,2599
2022,New England,CT,2708,254,156,277,406,397,384,419,415
2022,New England,ME,1194,100,40,85,134,151,183,192,309
2022,New England,NH,1169,148,81,101,145,163,172,175,184
2022,New England,RI,676,116,48,72,77,88,85,76,114
2022,New England,VT,1194,142,50,73,167,164,176,190,232
2022,New York,NY,6938,1091,336,534,712,801,1020,1146,1298
2022,Northern Plains,MT,1211,539,42,68,86,116,121,116,123
2022,Northern Plains,ND,1679,70,73,146,210,273,307,311,289
2022,Northern Plains,SD,571,18,49,70,83,90,91,75,95
2022,Northern Plains,WY,500,109,34,46,69,58,44,68,72
2022,Pacific,AK,2228,928,85,123,158,184,198,231,321
2022,Pacific,CA,3232,1186,120,236,322,376,391,360,241
2022,Pacific,HI,20,13,0,0,0,1,4,2,0
2022,Pacific,NV,450,138,11,34,49,68,70,53,27
2022,Pacific,OR,367,188,24,22,32,27,46,14,14
2022,Pacific,WA,1936,884,56,116,128,186,204,210,152
2022,Rocky Mountain,AZ,1060,323,42,89,98,109,153,139,107
2022,Rocky Mountain,CO,3291,1270,147,240,269,354,343,375,293
2022,Rocky Mountain,ID,943,422,35,58,65,77,79,105,102
2022,Rocky Mountain,NM,299,98,15,22,29,36,41,36,22
2022,Rocky Mountain,OK,95,18,3,4,10,16,13,13,18
2022,Rocky Mountain,TX,1342,419,47,89,142,175,177,170,123
2022,Rocky Mountain,UT,580,269,30,56,53,59,45,39,29
2022,Southeastern,AL,217,65,3,11,24,29,27,30,28
2022,Southeastern,AR,50,7,0,3,5,7,9,13,6
2022,Southeastern,DC,267,117,9,22,27,32,17,26,17
2022,Southeastern,FL,1517,604,63,105,123,178,198,157,89
2022,Southeastern,GA,210,62,13,23,18,26,23,24,21
2022,Southeastern,LA,17,5,0,1,1,3,4,2,1
2022,Southeastern,MD,1521,466,123,178,195,170,166,145,78
2022,Southeastern,MS,21,8,0,1,2,0,4,3,3
2022,Southeastern,NC,852,217,36,64,94,118,135,121,67
2022,Southeastern,SC,208,76,12,17,28,22,14,18,21
2022,Southeastern,TN,430,105,30,39,32,37,57,71,59
2022,Southeastern,VA,1200,364,56,118,140,142,146,136,98
2022,All,USA,91254,19528,4340,7098,10146,11927,12816,12793,12606
